t,score,threshold_raw,threshold_alert,alert,label,mean_psi,drift_active,finetuned,stream_ordering
52,-0.8962650895118713,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
53,-1.1317895650863647,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
54,-1.2014167308807373,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
55,-0.9640514850616455,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
56,-0.6500694751739502,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
57,-1.0791651010513306,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
58,-0.766510546207428,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
59,-0.8380815982818604,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
60,-0.8486120104789734,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
61,-0.3571009635925293,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
62,-0.5574855208396912,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
63,-0.7527251243591309,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
64,-0.5631608963012695,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
65,-0.7818785309791565,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
66,-0.4901948869228363,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
67,-0.49415552616119385,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
68,-0.7577776312828064,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
69,-0.7867240309715271,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
70,-0.5597900748252869,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
71,-0.5438936352729797,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
72,-0.5142719745635986,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
73,-0.9271807074546814,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
74,-0.38653984665870667,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
75,-0.8935371041297913,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
76,-0.43026450276374817,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
77,-0.4132005572319031,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
78,-0.4700261652469635,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
79,-0.48309236764907837,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
80,-0.5368221998214722,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
81,-0.502144992351532,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
82,-1.152025580406189,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
83,-1.0864423513412476,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
84,-1.0670013427734375,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
85,-0.4331371784210205,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
86,-1.0241628885269165,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
87,-0.4296169877052307,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
88,-0.8137157559394836,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
89,-0.4522733688354492,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
90,-0.8133458495140076,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
91,-0.7221732139587402,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
92,-0.8603982329368591,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
93,-0.5183112621307373,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
94,-0.7882579565048218,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
95,-0.4919629693031311,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
96,-0.7651674151420593,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
97,-0.5440587997436523,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
98,-0.7646374702453613,-0.20853570103645325,-0.20853570103645325,0,0,,0,0,timestamp
99,-0.7932370901107788,-0.2405675200223923,-0.2405675200223923,0,0,0.8580194115638733,1,0,timestamp
100,-0.4893215596675873,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
101,-0.6759832501411438,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
102,-0.5386562347412109,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
103,-0.48847171664237976,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
104,-1.0425151586532593,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
105,-0.9712365865707397,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
106,-1.1901686191558838,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
107,-0.7349973917007446,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
108,-0.7781271934509277,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
109,-0.6834604740142822,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
110,-0.7681226134300232,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
111,-0.8259062170982361,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
112,-0.749247133731842,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
113,-0.8421616554260254,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
114,-0.8139487504959106,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
115,-0.5593542456626892,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
116,-0.7433255314826965,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
117,-0.7585341334342957,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
118,-0.6687238216400146,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
119,-0.83556067943573,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
120,-0.6982192397117615,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
121,-0.7028500437736511,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
122,-0.6571069955825806,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
123,-0.44312846660614014,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
124,-0.6784670352935791,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
125,-0.5391559600830078,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
126,-1.1238152980804443,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
127,-1.0856648683547974,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
128,-0.6063686013221741,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
129,-1.114626169204712,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
130,-1.0986723899841309,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
131,-0.8731079697608948,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
132,-0.7530748844146729,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
133,-1.251960277557373,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
134,-0.7920063138008118,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
135,-0.433369517326355,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
136,-0.8478443622589111,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
137,-0.2339649796485901,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
138,-0.9747785925865173,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
139,-0.3207424283027649,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
140,-0.8056387901306152,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
141,-0.8534820675849915,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
142,-0.3132456839084625,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
143,-0.49864286184310913,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
144,-0.3250110447406769,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
145,-0.4440816342830658,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
146,-0.23896802961826324,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
147,-1.652467966079712,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
148,-0.2563433349132538,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
149,-0.25411707162857056,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
150,-1.6831438541412354,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
151,-1.6994941234588623,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
152,-0.30625593662261963,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
153,-0.6112685203552246,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
154,-0.31154870986938477,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
155,-0.5907250642776489,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
156,-0.3091912865638733,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
157,-0.5900576114654541,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
158,-0.25900545716285706,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
159,-1.1223918199539185,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
160,-1.141943335533142,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
161,-1.2944591045379639,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
162,-0.9452056884765625,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
163,-0.21444153785705566,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
164,-0.21686744689941406,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
165,-1.048617959022522,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
166,-0.9874852895736694,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
167,-0.7986882328987122,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
168,-0.7533352971076965,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
169,-0.2734840512275696,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
170,-0.28343895077705383,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
171,-0.7268907427787781,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
172,-0.6693947911262512,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
173,-1.5679073333740234,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
174,-1.5957475900650024,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
175,-0.3064338266849518,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
176,-1.6713272333145142,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
177,-1.6730786561965942,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
178,-0.6801260113716125,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
179,-0.31681615114212036,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
180,-0.32237526774406433,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
181,-0.34887582063674927,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
182,-0.31159210205078125,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
183,-0.49292054772377014,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
184,-0.456617534160614,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
185,-0.3322160542011261,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
186,-1.0753095149993896,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
187,-0.31386032700538635,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
188,-1.0807443857192993,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
189,-1.2210476398468018,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
190,-0.5423244833946228,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
191,-0.26185888051986694,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
192,-0.6432109475135803,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
193,-0.25230705738067627,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
194,-0.2247655987739563,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
195,-0.23264062404632568,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
196,-0.2330070585012436,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
197,-0.8777540326118469,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
198,-0.31878799200057983,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
199,-0.8717588782310486,-0.2405675200223923,-0.2405675200223923,0,0,0.7955493330955505,1,0,timestamp
200,-0.847150981426239,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
201,-0.3204912543296814,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
202,-0.33627426624298096,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
203,-0.7838871479034424,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
204,-0.34752485156059265,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
205,-0.7468024492263794,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
206,-0.6812525391578674,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
207,-0.23159217834472656,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
208,-0.7212046384811401,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
209,-0.6943273544311523,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
210,-0.6256173253059387,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
211,-0.2395496964454651,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
212,-0.5377969741821289,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
213,-0.5065009593963623,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
214,-0.5137547254562378,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
215,-0.2487269937992096,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
216,-0.2569621801376343,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
217,-1.7655774354934692,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
218,-0.24286048114299774,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
219,-0.5351333618164062,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
220,-0.243385910987854,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
221,-0.5348572731018066,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
222,-0.8296654224395752,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
223,-0.9987998008728027,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
224,-0.7742936611175537,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
225,-0.9817451238632202,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
226,-0.7312684059143066,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
227,-0.8424566984176636,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
228,-0.8918033838272095,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
229,-0.870921790599823,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
230,-0.29974454641342163,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
231,-0.8576278686523438,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
232,-0.8588396906852722,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
233,-0.307942271232605,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
234,-0.2152758687734604,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
235,-0.2133433222770691,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
236,-0.641357421875,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
237,-0.362851619720459,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
238,-0.9688714146614075,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
239,-0.9153169989585876,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
240,-0.32391053438186646,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
241,-0.3347412943840027,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
242,-0.33224546909332275,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
243,-0.2453307807445526,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
244,-0.25056344270706177,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
245,-0.2503127157688141,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
246,-0.28236231207847595,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
247,-0.2609562873840332,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
248,-0.2716258764266968,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
249,-0.258686363697052,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
250,-0.2911170721054077,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
251,-0.22294387221336365,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
252,-0.2247113436460495,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
253,-0.22442026436328888,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
254,-0.31513965129852295,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
255,-0.32959845662117004,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
256,-0.3325280547142029,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
257,-0.30898213386535645,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
258,-0.3212845027446747,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
259,-0.3179140090942383,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
260,-0.31899958848953247,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
261,-0.27543506026268005,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
262,-1.0251659154891968,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
263,-0.8731650710105896,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
264,-0.9744161367416382,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
265,-0.8820227384567261,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
266,-0.8687975406646729,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
267,-0.3065665662288666,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
268,-0.3189282715320587,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
269,-0.22019247710704803,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
270,-0.3279061019420624,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
271,-0.3391512632369995,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
272,-0.29753226041793823,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
273,-0.3004591763019562,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
274,-0.26582255959510803,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
275,-0.2512078881263733,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
276,-0.2602672576904297,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
277,-0.335091769695282,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
278,-0.32972192764282227,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
279,-0.30722662806510925,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
280,-0.32205337285995483,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
281,-0.24684643745422363,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
282,-0.2632753849029541,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
283,-0.25881266593933105,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
284,-0.2571616470813751,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
285,-0.24561765789985657,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
286,-0.25476139783859253,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
287,-0.2568545937538147,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
288,-0.267286092042923,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
289,-0.795708954334259,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
290,-0.6683306097984314,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
291,-0.26420819759368896,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
292,-0.26986438035964966,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
293,-0.2715609073638916,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
294,-0.32842782139778137,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
295,-0.3024172782897949,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
296,-0.3092418313026428,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
297,-0.25011172890663147,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
298,-0.24996636807918549,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
299,-0.2569681704044342,-0.2405675200223923,-0.2405675200223923,0,0,1.1340714693069458,1,0,timestamp
300,-0.21935489773750305,-0.2405675200223923,-0.2405675200223923,1,0,,1,0,timestamp
301,-0.32871678471565247,-0.2405675200223923,-0.2405675200223923,0,0,,1,0,timestamp
